SEASON,RANK,PLAYER,AGE,TEAM,POSITION,GP,G,A,PTS,PLUS_MIN,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO_PCT,BLK,HIT,TAKE,GIVE
2024_2025,932,Joakim Kemell,20,NSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,20:41,10:21,0,0,,1,4,0,1
2024_2025,933,Niklas Kokko,20,SEA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,29:57:00,29:57:00,0,0,,0,0,0,0
2024_2025,934,Aleksei Kolosov,23,PHI,G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,901:55:00,53:03:00,0,0,,0,0,0,2
2024_2025,935,Joonas Korpisalo,30,BOS,G,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1529:42:00,56:39:00,0,0,,0,0,0,4
2024_2025,936,Kirill Kudryavtsev,20,VAN,D,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,28:16:00,14:08,0,0,,5,0,0,2
2024_2025,937,Raphael Lavoie,24,VEG,C,9,0,0,0,-4,2,0,0,0,0,0,0,0,10,0,25,90:44:00,10:05,0,2,0,0,16,0,3
2024_2025,938,Nathan Legare,24,NJD,RW,3,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,4,32:02:00,10:41,0,0,,1,12,0,0
2024_2025,939,Tristan Lennox,22,NYI,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4:43,4:43,0,0,,0,0,0,0
2024_2025,940,Devon Levi,23,BUF,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,480:38:00,53:24:00,0,0,,0,0,0,0
2024_2025,941,Charlie Lindgren,31,WSH,G,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2287:00:00,58:38:00,0,0,,0,0,0,9
2024_2025,942,Jake Lucchini,29,NSH,F,3,0,0,0,-2,2,0,0,0,0,0,0,0,2,0,3,34:28:00,11:29,1,1,50,0,2,0,0
2024_2025,943,Jett Luchanko,18,PHI,F,4,0,0,0,-3,2,0,0,0,0,0,0,0,3,0,10,56:13:00,14:03,17,20,45.9,0,6,1,1
2024_2025,944,Tristan Luneau,21,ANA,D,6,0,0,0,-5,2,0,0,0,0,0,0,0,6,0,16,99:20:00,16:33,0,0,,9,5,1,6
2024_2025,945,Alex Lyon,32,DET,G,30,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1559:38:00,51:59:00,0,0,,0,0,0,9
2024_2025,946,Kurtis MacDermid,30,NJD,LW,23,0,0,0,-5,23,0,0,0,0,0,0,0,7,0,15,132:51:00,5:47,0,0,,8,40,1,9
2024_2025,947,Connor Mackey,28,NYR,D,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,32:15:00,16:08,0,0,,1,4,0,1
2024_2025,948,James Malatesta,21,CBJ,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,21:08,10:34,1,0,100,1,6,1,4
2024_2025,949,Jacob Markström,35,NJD,G,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2903:01:00,59:15:00,0,0,,0,0,0,26
2024_2025,950,Spencer Martin,29,CAR,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,415:59:00,46:13:00,0,0,,0,0,0,6
2024_2025,951,Carter Mazur,22,DET,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1:10,1:10,0,0,,0,0,0,0
2024_2025,952,Jaycob Megna,32,FLA,D,8,0,0,0,-2,2,0,0,0,0,0,0,0,5,0,14,128:48:00,16:06,0,0,,9,3,1,6
2024_2025,953,Jacob Melanson,21,SEA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9:53,9:53,0,0,,0,4,1,1
2024_2025,954,Leevi Merilainen,22,OTT,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,662:59:00,55:15:00,0,0,,0,0,0,2
2024_2025,955,Ben Meyers,26,SEA,F,8,0,0,0,-2,2,0,0,0,0,0,0,0,4,0,10,66:49:00,8:21,24,25,49,1,9,1,1
2024_2025,956,Sonny Milano,28,WSH,LW,3,0,0,0,-3,0,0,0,0,0,0,0,0,4,0,4,21:38,7:13,0,0,,0,1,0,1
2024_2025,957,Michael Milne,22,MIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6:34,6:34,0,0,,0,3,0,0
2024_2025,958,Trent Miner,23,COL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,91:38:00,45:49:00,0,0,,0,0,0,0
2024_2025,959,Daniil Misyul,24,NJD,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,12:23,12:23,0,0,,1,1,0,1
2024_2025,960,Mason Morelli,28,VEG,F,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,7:31,7:31,0,0,,0,4,0,0
2024_2025,961,Petr Mrázek,32,2TM,G,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2080:07:00,54:44:00,0,0,,0,0,0,8
2024_2025,961,Petr Mrázek,32,CHI,G,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1839:32:00,55:45:00,0,0,,0,0,0,8
2024_2025,961,Petr Mrázek,32,DET,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,240:35:00,48:07:00,0,0,,0,0,0,0
2024_2025,962,Ty Mueller,21,VAN,C,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,20:35,10:18,5,10,33.3,4,1,0,1
2024_2025,963,Brett Murray,26,BUF,LW,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,,0,23:44,7:55,0,0,,0,3,1,0
2024_2025,964,Matt Murray,30,TOR,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,118:39:00,59:20:00,0,0,,0,0,0,0
2024_2025,965,Alexander Nylander,26,TOR,LW,5,0,0,0,-1,4,0,0,0,0,0,0,0,4,0,8,49:26:00,9:53,3,1,75,0,0,1,3
2024_2025,966,Oskar Olausson,22,COL,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13:37,6:49,0,0,,2,1,0,2
2024_2025,967,Noah Ostlund,20,BUF,C,8,0,0,0,-6,2,0,0,0,0,0,0,0,4,0,13,84:20:00,10:33,8,14,36.4,3,1,2,4
2024_2025,968,Victor Ostman,24,SEA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20:00,20:00,0,0,,0,0,0,0
2024_2025,969,Yaniv Perets,24,CAR,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:12,8:12,0,0,,0,0,0,0
2024_2025,970,Gabriel Perreault,19,NYR,RW,5,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,10,72:11:00,14:26,0,1,0,1,1,1,6
2024_2025,971,Alexander Petrovic,32,DAL,D,5,0,0,0,-2,4,0,0,0,0,0,0,0,5,0,16,70:32:00,14:06,0,0,,6,10,1,5
2024_2025,972,Michael Pezzetta,26,MTL,C,25,0,0,0,-2,24,0,0,0,0,0,0,0,14,0,31,148:21:00,5:56,2,6,25,7,73,2,9
2024_2025,973,Jason Polin,25,COL,F,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10:22,5:11,1,0,100,1,1,0,0
2024_2025,974,Vasiliy Ponomarev,22,PIT,C,7,0,0,0,-1,2,0,0,0,0,0,0,0,8,0,13,70:12:00,10:02,14,13,51.9,2,5,3,4
2024_2025,975,Erik Portillo,24,LAK,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:37:00,58:37:00,0,0,,0,0,0,0
2024_2025,976,Cayden Primeau,25,MTL,G,11,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,523:42:00,47:37:00,0,0,,0,0,0,2
2024_2025,977,Nikita Prishchepov,20,COL,C,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,63:40:00,6:22,0,0,,2,10,0,2
2024_2025,978,Jacob Quillan,22,TOR,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5:21,5:21,0,0,,0,1,0,0
2024_2025,979,James Reimer,36,2TM,G,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1362:50:00,56:47:00,0,0,,0,0,0,1
2024_2025,979,James Reimer,36,ANA,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120:00:00,60:00:00,0,0,,0,0,0,0
2024_2025,979,James Reimer,36,BUF,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1242:50:00,56:30:00,0,0,,0,0,0,1
2024_2025,980,David Rittich,32,LAK,G,34,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1860:28:00,54:43:00,0,0,,0,0,0,12
2024_2025,981,Matthew Robertson,23,NYR,D,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,35:16:00,17:38,0,0,,1,2,1,2
2024_2025,982,Olivier Rodrigue,24,EDM,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77:25:00,38:43:00,0,0,,0,0,0,0
2024_2025,983,Georgi Romanov,25,SJS,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,416:56:00,52:07:00,0,0,,0,0,0,4
2024_2025,984,Jonas Røndbjerg,25,VEG,RW,13,0,0,0,-4,0,0,0,0,0,0,0,0,11,0,21,125:08:00,9:38,1,4,20,4,3,3,1
2024_2025,985,Scott Sabourin,32,SJS,F,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,1,10:27,10:27,0,0,,1,2,0,0
2024_2025,986,Steven Santini,29,TBL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11:37,11:37,0,0,,2,1,0,0
2024_2025,987,Akira Schmid,24,VEG,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,238:06:00,47:37:00,0,0,,0,0,0,0
2024_2025,988,Corey Schueneman,29,STL,D,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,56:12:00,14:03,0,0,,7,1,0,2
2024_2025,989,Jimmy Schuldt,29,SJS,D,8,0,0,0,-2,0,0,0,0,0,0,0,0,4,0,9,110:16:00,13:47,0,0,,5,13,1,6
2024_2025,990,Donovan Sebrango,23,OTT,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,2,20:37,10:19,0,0,,0,0,0,0
2024_2025,991,Conor Sheary,32,TBL,LW,5,0,0,0,-2,4,0,0,0,0,0,0,0,3,0,8,56:40:00,11:20,0,1,0,1,2,0,0
2024_2025,992,Hunter Shepard,29,WSH,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00:00,60:00:00,0,0,,0,0,0,0
2024_2025,993,Igor Shesterkin,29,NYR,G,61,0,0,0,0,6,0,0,0,0,0,0,0,0,,1,3505:08:00,57:28:00,0,0,,0,0,0,19
2024_2025,994,Owen Sillinger,27,CBJ,F,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,13:09,13:09,2,3,40,1,1,1,1
2024_2025,995,Arturs Silovs,23,VAN,G,10,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,542:31:00,54:15:00,0,0,,0,0,0,3
2024_2025,996,Jakub Skarek,25,NYI,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,76:09:00,38:05:00,0,0,,0,0,0,0
2024_2025,997,Stuart Skinner,26,EDM,G,51,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2942:27:00,57:42:00,0,0,,0,0,0,17
2024_2025,998,Givani Smith,26,2TM,RW,13,0,0,0,-3,18,0,0,0,0,0,0,0,5,0,10,82:14:00,6:20,0,0,,5,20,2,2
2024_2025,998,Givani Smith,26,SJS,RW,6,0,0,0,-1,10,0,0,0,0,0,0,0,2,0,4,37:44:00,6:17,0,0,,3,7,0,1
2024_2025,998,Givani Smith,26,COL,RW,7,0,0,0,-2,8,0,0,0,0,0,0,0,3,0,6,44:30:00,6:21,0,0,,2,13,2,1
2024_2025,999,Arvid Söderblom,25,CHI,G,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2096:30:00,58:14:00,0,0,,0,0,0,8
2024_2025,1000,Jaxson Stauber,25,UTA,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,313:11:00,52:12:00,0,0,,0,0,0,1
2024_2025,1001,Clay Stevenson,25,WSH,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00:00,60:00:00,0,0,,0,0,0,1
2024_2025,1002,Ales Stezka,28,SEA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:20:00,58:20:00,0,0,,0,0,0,0
2024_2025,1003,Matthew Stienburg,24,COL,C,8,0,0,0,0,22,0,0,0,0,0,0,0,4,0,8,48:43:00,6:05,0,0,,1,16,0,3
2024_2025,1004,Riley Stillman,26,CAR,D,5,0,0,0,-1,7,0,0,0,0,0,0,0,1,0,5,35:54:00,7:11,0,0,,1,8,0,4
2024_2025,1005,Aydar Suniev,20,CGY,LW,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,14:48,14:48,0,0,,0,0,0,1
2024_2025,1006,Ryan Suzuki,23,CAR,C,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,13:11,6:36,4,3,57.1,0,2,0,0
2024_2025,1007,Jeremy Swayman,26,BOS,G,58,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,3390:35:00,58:28:00,0,0,,0,0,0,21
2024_2025,1008,Mads Søgaard,24,OTT,G,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,91:33:00,45:47:00,0,0,,0,0,0,0
2024_2025,1009,Cam Talbot,37,DET,G,47,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2642:10:00,56:13:00,0,0,,0,0,0,9
2024_2025,1010,Dustin Tokarski,35,CAR,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,358:19:00,59:43:00,0,0,,0,0,0,2
2024_2025,1011,Nikita Tolopilo,24,VAN,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,83:39:00,41:50:00,0,0,,0,0,0,0
2024_2025,1012,Dominic Toninato,30,WPG,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,41:19:00,8:16,3,2,60,3,7,0,2
2024_2025,1013,Riley Tufte,26,BOS,LW,6,0,0,0,-3,4,0,0,0,0,0,0,0,1,0,5,55:10:00,9:12,1,1,50,1,8,0,3
2024_2025,1014,Ryan Ufko,21,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15:37,15:37,0,0,,0,1,0,2
2024_2025,1015,Semyon Varlamov,36,NYI,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,602:24:00,60:14:00,0,0,,0,0,0,4
2024_2025,1016,Jeffrey Viel,28,BOS,F,5,0,0,0,-1,14,0,0,0,0,0,0,0,3,0,6,38:27:00,7:41,1,0,100,2,12,2,4
2024_2025,1017,Matt Villalta,25,UTA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00:00,60:00:00,0,0,,0,0,0,0
2024_2025,1018,Jesper Wallstedt,22,MIN,G,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,117:26:00,58:43:00,0,0,,0,0,0,0
2024_2025,1019,Tim Washe,23,ANA,F,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,15:28,7:44,4,4,50,0,4,0,0
2024_2025,1020,Scott Wedgewood,32,2TM,G,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1373:05:00,57:13:00,0,0,,0,0,0,7
2024_2025,1020,Scott Wedgewood,32,NSH,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,260:01:00,52:00:00,0,0,,0,0,0,2
2024_2025,1020,Scott Wedgewood,32,COL,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1113:04:00,58:35:00,0,0,,0,0,0,5
2024_2025,1021,Colin White,28,SJS,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,3,21:55,7:18,3,10,23.1,1,2,0,1
2024_2025,1022,Jack Williams,,CBJ,F,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,11:09,11:09,5,6,45.5,1,0,1,1
2024_2025,1023,Joseph Woll,26,TOR,G,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2442:20:00,58:09:00,0,0,,0,0,0,12
